2022/11/22 15:51:20.614 I CsvDatasetReader               Reading single user CSV dataset at user samples... 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration      Histogram 
2022/11/22 15:51:21.015 I FiniteContextsConfiguration      DIE 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      DIL 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      RMix 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      R1 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration    Initialing attributes... 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_DM 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_DE 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_DMin 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_DC 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_Z 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_HM 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_HE 
2022/11/22 15:51:21.028 I FiniteContextsConfiguration      FT_HMin 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      FT_HZ 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      FT_DIE 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      FT_DIL 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      FT_RAll 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      FT_RMix 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      FT_R1 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_DM 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_DE 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_DMin 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_DC 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_Z 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_HM 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_HE 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_HMin 
2022/11/22 15:51:21.044 I FiniteContextsConfiguration      HT_HZ 
2022/11/22 15:51:21.060 I FiniteContextsConfiguration      HT_DIE 
2022/11/22 15:51:21.060 I FiniteContextsConfiguration      HT_DIL 
2022/11/22 15:51:21.060 I FiniteContextsConfiguration      HT_RAll 
2022/11/22 15:51:21.060 I FiniteContextsConfiguration      HT_RMix 
2022/11/22 15:51:21.060 I FiniteContextsConfiguration      HT_R1 
2022/11/22 15:51:21.060 I Program                        Synthesizing target samples... 
2022/11/22 15:51:21.060 I Program                            Creating user profile... 
2022/11/22 15:51:21.738 I Program                            Method: HISTOGRAM 
2022/11/22 15:51:22.360 I Program                        Done. 
